carat,cut,color,clarity,price,x
0.36,Ideal,F,SI1,770,4.59
1.0,Fair,F,SI2,3443,6.13
2.01,Fair,E,SI2,14948,7.99
1.1,Ideal,F,VS1,9669,6.63
1.71,Premium,H,VS1,10457,7.63
0.3,Very Good,E,VS2,640,4.28
0.9,Good,G,SI1,3734,6.09
0.25,Very Good,F,VVS1,633,4.04
0.35,Ideal,D,VS2,829,4.52
1.01,Very Good,F,SI2,4416,6.37
0.3,Very Good,F,VS2,605,4.26
0.54,Ideal,G,VS1,1754,5.25
1.57,Premium,H,VS2,11575,7.54
0.27,Ideal,H,VS1,500,4.16
0.43,Ideal,I,VVS1,1120,4.88
0.3,Very Good,D,VS2,710,4.29
1.2,Very Good,F,VVS2,10173,6.67
0.4,Premium,D,SI2,798,4.69
0.51,Ideal,E,SI1,1343,5.09
0.71,Premium,D,VS2,2950,5.72
0.3,Premium,I,VS1,608,4.32
1.01,Very Good,G,VS1,6529,6.36
0.32,Ideal,J,SI1,384,4.39
2.2,Ideal,H,SI2,16530,8.47
0.7,Premium,F,SI2,1597,5.78
0.77,Ideal,G,VS2,3114,5.85
1.01,Good,F,VS2,5817,6.31
0.5,Ideal,I,SI2,895,5.11
0.5,Ideal,E,SI2,1240,5.07
1.21,Ideal,J,VS2,4968,6.98
2.0,Premium,F,SI1,17172,8.29
1.35,Premium,J,SI1,5715,7.13
1.02,Premium,G,SI1,4718,6.44
1.02,Very Good,F,VVS1,8990,6.38
0.31,Ideal,H,SI1,457,4.34
0.39,Ideal,E,VVS1,1183,4.72
1.2,Ideal,I,VS1,6210,6.8
1.01,Very Good,F,SI1,4812,6.37
0.43,Premium,F,SI1,1016,4.87
1.0,Ideal,G,VS1,6290,6.36
2.03,Ideal,G,SI1,14637,8.1
1.01,Good,G,VS1,6882,6.38
0.79,Ideal,D,SI1,3605,5.94
1.51,Premium,D,SI2,9894,7.28
0.91,Very Good,E,SI2,3986,6.26
0.3,Premium,F,VS2,605,4.29
0.56,Good,D,SI2,1258,5.24
1.2,Ideal,H,SI1,6569,6.81
0.36,Very Good,F,VS2,708,4.53
1.5,Good,G,SI1,10428,7.19
0.72,Ideal,I,VVS2,2602,5.73
0.35,Premium,H,VS1,788,4.52
1.2,Good,E,SI2,5544,6.73
0.31,Good,H,VS1,698,4.28
0.9,Premium,H,VVS1,4890,6.15
0.72,Good,F,SI1,2229,5.7
0.32,Very Good,H,VS1,561,4.37
1.03,Very Good,E,SI2,4326,6.48
0.7,Very Good,J,VS2,2044,5.61
0.9,Premium,I,SI1,3377,6.08
1.01,Ideal,E,VS1,7458,6.52
0.42,Very Good,E,SI1,773,4.74
1.51,Ideal,E,SI2,10935,7.38
0.91,Premium,H,SI1,3414,6.26
2.1,Very Good,J,VS2,14229,8.21
0.3,Premium,D,VS1,610,4.39
1.58,Ideal,J,VVS1,10357,7.48
0.72,Good,G,SI2,2333,5.74
1.01,Premium,D,VS1,8286,6.6
0.9,Good,I,SI2,3057,6.17
0.32,Very Good,F,VS2,645,4.39
1.05,Premium,G,VS1,7063,6.51
0.3,Premium,I,VS1,608,4.36
0.9,Premium,I,VS2,3338,6.19
0.3,Ideal,J,VVS2,413,4.3
1.01,Good,G,VVS2,7137,6.27
0.3,Very Good,E,VVS2,837,4.36
2.08,Premium,J,VS2,14933,8.29
1.12,Ideal,I,VS2,5392,6.74
1.5,Very Good,E,VS2,12474,7.4
0.58,Premium,D,VS1,2192,5.37
0.52,Ideal,E,VS2,1689,5.16
0.56,Ideal,H,VS1,1770,5.29
0.74,Good,G,VS2,2322,5.72
0.93,Good,I,VS2,3946,6.41
0.26,Ideal,H,VS1,448,4.13
0.57,Very Good,D,VS2,1748,5.28
1.12,Very Good,E,SI1,5447,6.74
0.35,Premium,H,VVS1,956,4.57
0.4,Ideal,E,VS2,975,4.77
0.41,Ideal,H,VVS1,1115,4.78
0.51,Ideal,E,VS2,1781,5.2
1.09,Ideal,G,VVS2,8364,6.62
0.38,Premium,H,SI1,633,4.66
0.34,Ideal,D,VS2,881,4.54
1.01,Good,D,VS1,7303,6.29
0.41,Premium,F,VVS2,1192,4.84
2.05,Very Good,I,SI2,12839,8.32
0.3,Premium,H,VS2,608,4.29
1.5,Fair,F,SI2,7056,7.13
0.55,Ideal,F,VVS2,2259,5.31
0.3,Ideal,G,VVS1,764,4.3
0.56,Ideal,I,SI1,1343,5.28
1.0,Premium,G,SI1,5292,6.45
2.0,Very Good,J,VS1,13203,8.14
0.52,Very Good,E,SI2,1146,5.2
1.01,Good,E,SI2,4566,6.37
0.55,Premium,G,SI1,1321,5.28
0.9,Good,H,SI2,2883,6.09
0.3,Ideal,E,VS2,844,4.35
1.06,Very Good,D,SI2,4471,6.57
1.5,Ideal,I,VS1,10164,7.32
0.57,Ideal,H,SI1,1292,5.44
1.59,Premium,J,VS2,7811,7.43
0.32,Ideal,E,VS2,900,4.42
1.11,Ideal,G,VVS2,8858,6.67
0.76,Fair,H,VVS2,2699,5.67
0.9,Good,E,VS2,4203,6.07
1.24,Premium,G,VS1,8449,6.95
0.75,Very Good,H,SI2,2180,5.76
0.53,Ideal,H,SI1,1268,5.23
0.74,Ideal,H,SI2,2289,5.78
0.34,Premium,H,VS1,765,4.53
2.01,Premium,J,VS2,13572,8.13
0.42,Very Good,F,SI1,926,4.79
0.31,Premium,E,SI1,698,4.4
1.24,Very Good,J,VS1,5427,7.06
0.43,Very Good,E,SI1,894,4.82
0.61,Very Good,D,VS1,2481,5.49
1.56,Good,I,VS2,9609,7.66
1.57,Ideal,H,SI1,9416,7.47
0.35,Very Good,G,VS1,706,4.54
1.51,Very Good,H,SI2,8444,7.33
0.51,Very Good,E,SI1,1386,5.08
0.3,Premium,D,SI1,709,4.25
1.12,Premium,F,SI2,4654,6.79
1.53,Premium,G,VS1,14699,7.39
0.41,Ideal,H,VS2,743,4.78
0.72,Very Good,G,SI1,2318,5.73
0.67,Good,F,VS1,2244,5.55
0.3,Ideal,E,VS1,703,4.3
1.02,Ideal,G,VS1,7357,6.49
0.32,Ideal,F,IF,929,4.45
0.4,Good,G,VVS2,974,4.65
1.06,Premium,F,SI1,4862,6.56
1.06,Ideal,E,VS2,9092,6.54
0.39,Ideal,E,VS1,948,4.68
0.43,Ideal,F,VVS1,1422,4.88
1.13,Very Good,H,VS2,5625,6.65
0.32,Very Good,I,VVS2,561,4.33
1.12,Good,H,SI1,5094,6.72
0.51,Very Good,E,SI1,1330,4.99
0.32,Premium,G,VVS1,1080,4.4
1.7,Premium,I,VS1,8840,7.74
1.02,Very Good,F,SI1,5701,6.34
1.91,Premium,I,SI1,13367,8.11
0.32,Ideal,E,VS2,900,4.41
2.0,Fair,I,VS1,12907,7.98
1.01,Ideal,G,SI1,5576,6.41
0.55,Ideal,F,VS2,1692,5.26
0.58,Ideal,F,VVS1,2728,5.33
1.0,Very Good,F,VS1,7350,6.33
2.09,Very Good,F,SI2,16824,8.07
0.31,Very Good,G,VS2,698,4.32
0.27,Very Good,D,VVS2,622,4.13
1.06,Very Good,H,SI1,5664,6.66
0.52,Very Good,G,VS1,1689,5.11
1.05,Very Good,D,VS2,6373,6.39
2.17,Good,H,SI2,16036,8.48
1.51,Good,F,VS2,8794,7.16
0.93,Good,G,SI1,4452,6.09
0.9,Premium,F,VS1,5088,6.14
0.4,Very Good,E,VVS1,1142,4.68
0.51,Premium,H,VS2,1202,5.19
0.7,Good,H,SI2,1856,5.58
1.11,Ideal,H,SI1,5456,6.7
2.01,Premium,H,SI2,11635,8.12
1.11,Very Good,E,VVS1,11330,6.67
0.3,Ideal,H,IF,764,4.28
0.32,Ideal,H,VS1,720,4.35
0.71,Ideal,H,SI2,2258,5.87
0.4,Premium,G,SI1,840,4.76
0.58,Ideal,G,IF,2508,5.39
1.13,Premium,G,SI1,5600,6.75
0.34,Ideal,H,IF,863,4.51
2.16,Very Good,G,SI2,15166,8.2
0.3,Premium,D,SI1,515,4.29
0.7,Very Good,I,VVS2,2398,5.63
0.51,Very Good,E,VS1,1583,5.28
0.4,Very Good,G,SI1,840,4.75
0.63,Ideal,D,IF,6549,5.47
0.52,Ideal,F,IF,2427,5.24
0.5,Very Good,G,VVS1,1843,5.11
1.2,Fair,J,SI1,4838,6.67
0.34,Premium,G,VS2,596,4.46
0.7,Good,E,SI1,2569,5.59
0.27,Ideal,E,VS2,537,4.25
0.9,Very Good,E,SI1,3868,6.12
0.56,Very Good,E,VS2,1755,5.25
0.5,Ideal,D,VS1,2033,5.07
0.76,Ideal,D,VS1,4377,5.84
1.01,Ideal,F,I1,3377,6.42
0.3,Ideal,E,VS1,670,4.32
0.31,Ideal,D,VVS2,982,4.38
0.31,Ideal,D,VS2,942,4.34
0.36,Premium,D,SI2,689,4.59
1.01,Good,H,SI1,5197,6.49
0.73,Premium,G,SI1,2351,5.76
0.4,Good,G,SI2,596,4.64
0.79,Very Good,F,SI1,3519,5.86
1.01,Ideal,D,VVS1,11661,6.39
0.57,Very Good,E,VS1,1883,5.27
0.28,Ideal,G,VS1,490,4.22
1.0,Very Good,E,VS2,6732,6.35
2.15,Ideal,H,SI2,17219,8.3
0.34,Premium,F,SI2,574,4.58
1.01,Very Good,E,SI1,5132,6.38
1.04,Ideal,F,I1,3718,6.51
0.61,Ideal,F,VS1,2306,5.52
1.01,Premium,G,VVS2,6843,6.46
0.52,Ideal,H,IF,1956,5.13
1.14,Premium,F,VVS1,11654,6.87
1.5,Premium,F,SI2,7644,7.52
0.35,Good,G,SI1,669,4.48
1.14,Premium,I,SI1,4788,6.81
0.75,Very Good,E,SI1,2923,5.78
1.0,Very Good,D,SI2,4295,6.35
0.26,Very Good,I,VVS2,427,4.09
1.23,Very Good,H,SI1,6542,6.79
0.42,Ideal,G,VVS1,1235,4.87
1.02,Premium,E,SI1,5655,6.63
1.07,Premium,G,SI2,4401,6.58
1.01,Premium,E,VVS1,10888,6.57
0.4,Very Good,G,SI1,900,4.8
1.03,Premium,H,VS1,5523,6.45
0.59,Very Good,F,SI1,2124,5.39
1.04,Premium,G,SI1,4948,6.49
0.83,Ideal,H,VVS1,3570,6.02
0.3,Very Good,H,VS2,608,4.27
0.71,Premium,E,SI1,2853,5.73
1.52,Very Good,G,VS2,13161,7.28
0.33,Very Good,G,VVS1,868,4.38
1.2,Premium,H,SI2,3965,6.84
0.71,Very Good,F,SI2,2036,5.8
0.39,Ideal,G,VS2,745,4.74
1.0,Premium,D,VS1,8020,6.36
1.4,Ideal,H,IF,10976,7.22
1.0,Premium,J,SI1,3712,6.39
1.04,Ideal,F,SI1,4426,6.54
1.51,Very Good,I,SI2,7400,7.27
0.43,Ideal,F,VVS2,1250,4.87
1.29,Premium,I,VS1,5664,7.03
1.55,Ideal,I,VS1,10286,7.49
1.64,Premium,H,SI2,9224,7.58
1.11,Ideal,D,VVS2,12390,6.59
0.32,Ideal,D,VS2,972,4.45
0.98,Fair,H,SI2,2777,6.05
0.5,Ideal,E,VS2,1624,5.09
0.27,Ideal,F,VVS2,583,4.21
1.03,Ideal,I,VS2,5378,6.5
1.04,Premium,H,VVS1,5102,6.58
0.81,Premium,G,VS1,3311,5.96
0.31,Premium,D,VS2,942,4.37
1.0,Premium,F,SI1,4234,6.29
0.41,Ideal,G,VS1,961,4.79
0.36,Ideal,F,SI2,450,4.57
2.02,Premium,E,SI2,13677,8.18
0.5,Ideal,E,SI1,1601,5.12
0.6,Good,E,VS1,2065,5.53
0.77,Very Good,G,SI1,2633,5.79
1.01,Very Good,D,SI2,4588,6.4
1.02,Premium,J,VS2,3513,6.4
0.3,Good,I,SI1,394,4.23
0.71,Very Good,H,VS2,2368,5.66
1.23,Premium,F,VS1,9319,6.9
1.53,Ideal,G,VS1,13994,7.36
0.32,Ideal,G,VS1,828,4.44
1.0,Good,G,VVS1,7134,6.35
1.09,Very Good,E,SI2,5165,6.54
1.01,Premium,F,VS1,7127,6.39
0.54,Ideal,D,VS2,1725,5.24
0.81,Ideal,E,SI2,2559,6.0
0.34,Ideal,H,IF,988,4.56
1.07,Ideal,F,VVS2,10061,6.56
0.37,Ideal,E,VVS1,1179,4.64
1.02,Very Good,G,VS1,6694,6.44
0.83,Ideal,E,SI2,3049,6.08
0.9,Premium,F,VS2,4838,6.16
1.1,Ideal,D,VS2,8959,6.58
0.5,Very Good,D,VS2,1758,5.14
0.52,Ideal,E,SI1,1429,5.15
1.47,Premium,J,SI2,6223,7.36
0.43,Premium,G,VVS1,1207,4.87
0.43,Premium,D,SI1,993,4.88
0.51,Ideal,G,IF,2146,5.07
1.51,Good,I,SI1,8245,7.15
0.32,Ideal,E,VVS1,1061,4.41
1.6,Ideal,F,SI1,12379,7.47
0.5,Very Good,E,VVS2,2275,5.08
2.0,Good,I,VS2,16544,7.98
0.8,Ideal,F,VS2,3913,5.98
0.52,Good,F,VS1,1710,5.12
1.05,Premium,D,SI1,5351,6.55
1.6,Premium,F,SI1,12343,7.62
1.02,Very Good,H,VS2,5255,6.42
0.3,Ideal,D,VS1,718,4.26
0.26,Ideal,E,VVS2,769,4.09
0.33,Premium,D,VS1,933,4.51
0.41,Ideal,G,VS1,961,4.84
0.51,Ideal,F,SI1,1322,5.19
0.31,Good,G,VVS2,707,4.24
0.37,Premium,F,SI1,616,4.59
1.65,Ideal,H,VVS2,12225,7.68
0.48,Ideal,H,VVS2,1590,4.98
1.5,Fair,H,I1,4939,7.05
0.7,Premium,F,SI1,2596,5.81
0.53,Ideal,J,SI1,1042,5.2
1.01,Ideal,F,SI1,5932,6.45
0.57,Very Good,E,SI2,1384,5.42
0.7,Very Good,D,SI1,2409,5.67
1.27,Premium,D,SI2,5618,7.14
0.73,Very Good,I,VS2,2369,5.75
0.7,Premium,F,SI2,1792,5.75
0.72,Very Good,F,SI1,2540,5.72
0.61,Ideal,E,VVS1,3084,5.43
1.52,Ideal,G,SI1,9704,7.41
0.3,Ideal,I,SI1,506,4.27
0.92,Good,E,SI2,3744,6.11
0.33,Ideal,H,SI1,610,4.41
0.38,Ideal,D,VS1,983,4.66
0.58,Very Good,E,VVS1,2568,5.42
0.39,Premium,G,VVS1,1095,4.73
0.56,Ideal,D,SI1,1814,5.33
1.06,Very Good,H,VS1,5456,6.47
1.3,Ideal,G,IF,12467,6.95
1.27,Ideal,G,VS2,8705,6.92
0.64,Very Good,D,VS2,2297,5.49
0.31,Premium,G,VVS2,907,4.31
0.32,Ideal,G,VS2,720,4.42
0.25,Very Good,G,VVS1,525,4.07
2.01,Ideal,I,SI2,13777,8.12
0.55,Very Good,J,SI1,965,5.22
0.3,Ideal,H,VS2,496,4.28
1.21,Ideal,E,SI1,7955,6.83
0.36,Ideal,E,SI1,810,4.58
0.39,Very Good,E,SI2,650,4.62
0.38,Premium,F,VVS1,1200,4.63
0.3,Ideal,I,VVS2,495,4.25
0.72,Ideal,H,SI2,2131,5.8
1.15,Premium,E,SI2,4328,6.78
0.23,Very Good,E,VVS2,465,3.99
1.5,Very Good,H,VS1,10681,7.35
1.01,Good,E,SI2,4751,6.36
0.57,Ideal,D,SI1,1847,5.32
0.7,Good,J,SI1,1442,5.62
0.72,Very Good,F,VS2,2784,5.69
0.4,Very Good,G,SI1,702,4.66
0.36,Good,H,SI1,665,4.53
0.37,Ideal,D,VS2,1124,4.64
0.38,Very Good,E,IF,1421,4.77
1.01,Fair,F,SI2,3597,6.09
1.01,Premium,G,SI2,3981,6.49
1.01,Very Good,H,SI1,4876,6.37
2.24,Ideal,J,VS2,15316,8.41
1.06,Premium,G,SI2,4238,6.61
0.7,Very Good,I,SI1,1890,5.59
1.5,Very Good,F,VS1,15585,7.39
0.96,Ideal,G,SI1,4301,6.24
0.75,Premium,F,SI2,2274,5.88
0.52,Ideal,H,SI1,1098,5.16
1.0,Very Good,F,SI1,4961,6.47
1.5,Premium,H,IF,13107,7.3
0.67,Premium,F,SI1,1809,5.65
0.36,Premium,H,VS1,810,4.62
0.4,Good,E,VS1,1138,4.72
0.33,Ideal,D,VS2,781,4.43
1.01,Very Good,F,VVS2,9065,6.43
0.53,Very Good,G,SI2,1070,5.19
0.73,Ideal,E,SI2,2431,5.73
0.43,Ideal,I,VVS1,905,4.81
1.02,Ideal,H,SI2,4360,6.5
1.54,Ideal,G,SI2,8923,7.29
0.38,Ideal,D,VS1,1140,4.66
0.31,Ideal,E,VS2,872,4.38
0.38,Very Good,F,SI1,660,4.69
1.03,Ideal,G,VS1,7119,6.45
0.53,Ideal,F,VS1,1740,5.24
2.02,Very Good,G,SI2,12094,8.01
0.41,Ideal,E,VVS2,1186,4.79
1.25,Very Good,J,VS1,5628,6.99
1.5,Ideal,I,I1,5593,7.36
0.71,Ideal,G,SI1,3007,5.73
0.32,Premium,G,VS2,672,4.53
1.13,Ideal,G,VS2,7016,6.65
1.03,Premium,E,SI2,4522,6.53
0.61,Ideal,H,IF,2438,5.44
0.31,Ideal,E,VVS2,1046,4.36
1.03,Fair,G,SI2,2942,6.3
0.9,Very Good,D,SI1,4381,6.19
0.99,Fair,I,SI2,2811,6.21
0.54,Ideal,H,VS1,1560,5.25
1.01,Good,D,SI1,5747,6.59
1.06,Ideal,F,VVS2,8776,6.62
0.64,Good,J,SI2,1141,5.39
1.13,Ideal,H,SI1,4959,6.66
0.36,Good,F,VS1,905,4.52
0.3,Premium,F,VS2,605,4.26
0.55,Ideal,G,VS2,1854,5.38
1.53,Premium,J,VS1,8058,7.47
0.32,Ideal,F,VS1,702,4.4
0.76,Ideal,G,VS2,2782,5.9
1.22,Premium,H,SI1,6776,6.86
0.34,Ideal,D,SI1,803,4.48
0.49,Premium,G,VS2,1240,5.16
0.38,Ideal,E,VS1,924,4.65
0.23,Very Good,D,VVS1,458,3.97
0.57,Ideal,G,VVS2,2095,5.3
2.28,Premium,H,SI2,17892,8.4
0.34,Ideal,E,SI2,477,4.47
0.4,Ideal,J,SI1,820,4.77
1.05,Ideal,D,VS2,7965,6.5
0.34,Good,D,VVS1,957,4.67
1.01,Ideal,F,VS1,7465,6.39
0.91,Premium,G,SI2,3376,6.28
0.33,Ideal,H,IF,959,4.51
0.62,Ideal,G,VVS2,2861,5.48
0.3,Ideal,H,SI1,540,4.3
0.9,Very Good,E,SI2,3662,6.09
0.37,Very Good,I,VVS2,714,4.64
1.01,Fair,F,SI2,3477,6.37
0.32,Ideal,H,VVS1,730,4.4
2.11,Very Good,D,SI2,18407,8.21
1.53,Premium,G,SI1,11421,7.35
0.39,Good,G,VS2,743,4.7
0.54,Ideal,D,SI1,1786,5.3
0.56,Ideal,D,VS1,2170,5.24
0.71,Very Good,H,VS1,2428,5.61
1.21,Ideal,H,SI2,6347,6.78
2.12,Ideal,I,SI2,15647,8.28
0.31,Ideal,E,VS2,872,4.37
1.0,Ideal,F,SI2,4372,6.43
0.58,Good,E,VVS1,2243,5.27
1.02,Ideal,E,SI2,4478,6.43
1.01,Very Good,E,VS2,6787,6.37
0.23,Very Good,E,VS2,402,3.98
1.51,Ideal,F,SI1,12459,7.33
0.75,Good,D,SI2,2541,5.9
0.33,Ideal,G,VS1,854,4.47
0.37,Very Good,F,SI1,616,4.56
0.5,Ideal,F,VVS1,2145,5.08
0.53,Ideal,G,SI1,1665,5.19
0.4,Very Good,G,VS1,853,4.81
1.5,Very Good,F,SI1,10973,7.34
1.27,Premium,H,SI2,2845,7.12
1.0,Ideal,H,SI2,4390,6.56
1.23,Very Good,F,VS1,10035,6.84
0.4,Ideal,E,SI1,696,4.74
1.01,Very Good,F,VS2,6288,6.55
0.7,Good,I,VS1,2271,5.51
1.01,Ideal,I,VVS1,5478,6.42
1.07,Ideal,H,SI2,4840,6.56
0.95,Good,D,SI2,3214,6.53
0.32,Ideal,H,SI1,471,4.4
0.8,Premium,E,SI1,2912,5.97
0.45,Ideal,G,SI2,709,4.91
0.36,Ideal,H,VVS2,726,4.52
1.21,Very Good,H,VS1,7246,6.71
0.53,Ideal,G,VS1,1695,5.22
1.86,Premium,H,SI2,11520,7.85
1.08,Premium,I,SI2,3750,6.75
0.51,Ideal,E,VS2,1656,5.08
0.32,Ideal,H,VS2,648,4.44
1.07,Premium,F,SI2,4700,6.57
0.33,Very Good,D,VS2,681,4.39
0.32,Premium,F,VVS1,926,4.37
0.5,Ideal,D,VVS2,2475,5.05
1.22,Ideal,F,VS2,8783,6.87
0.81,Ideal,J,VS2,2708,5.92
1.2,Premium,I,SI2,4989,6.91
0.48,Ideal,G,IF,1859,5.03
0.59,Ideal,I,VVS1,1838,5.38
0.37,Very Good,E,VS2,728,4.52
0.72,Ideal,F,VS1,3084,5.76
0.71,Very Good,G,SI1,2604,5.68
0.31,Ideal,D,VVS1,949,4.36
0.7,Good,I,SI1,2142,5.63
1.01,Very Good,F,VS2,6083,6.4
1.2,Premium,F,VVS2,10580,6.79
1.29,Ideal,H,SI1,6760,6.89
1.34,Very Good,J,VS1,6237,7.03
0.3,Very Good,G,VS1,605,4.26
1.01,Premium,G,SI1,4118,6.51
0.7,Ideal,F,SI2,2138,5.68
0.8,Very Good,F,SI1,2745,5.9
1.11,Very Good,F,VS1,8528,6.69
0.94,Premium,H,VS2,4548,6.35
2.0,Good,G,SI1,17930,8.14
0.3,Good,J,SI1,439,4.28
0.7,Premium,F,SI1,2423,5.75
0.7,Very Good,G,VS1,2676,5.8
0.31,Ideal,H,VS2,628,4.35
1.02,Premium,E,SI1,5429,6.45
0.3,Ideal,D,VS2,778,4.35
1.52,Fair,H,I1,4648,7.1
0.53,Very Good,G,VVS1,1948,5.19
0.71,Very Good,E,VS2,2795,5.81
0.58,Ideal,D,SI2,1356,5.29
1.5,Fair,F,VS2,13853,7.15
0.45,Premium,I,SI1,941,4.89
0.34,Ideal,G,VS2,596,4.48
0.41,Very Good,E,SI1,705,4.74
0.77,Premium,J,SI1,1909,5.82
1.2,Premium,H,SI1,5975,6.77
1.04,Premium,H,VS1,5882,6.64
0.31,Premium,H,VVS2,802,4.35
0.32,Ideal,D,VS1,1114,4.48
1.01,Premium,H,VS1,5515,6.48
2.04,Very Good,I,SI2,14477,8.02
1.14,Very Good,F,SI1,5819,6.67
0.46,Very Good,E,SI1,968,4.93
0.71,Good,I,SI1,2087,5.72
0.38,Good,I,SI1,659,4.63
1.23,Premium,J,VS2,4986,6.85
1.0,Premium,G,SI2,3998,6.29
1.5,Good,G,VS1,13596,7.12
0.32,Ideal,G,VVS2,708,4.42
0.3,Ideal,G,VVS1,1013,4.34
1.5,Very Good,H,SI2,6770,7.27
0.51,Ideal,H,VS1,1668,5.17
1.01,Ideal,H,SI1,5387,6.42
1.24,Ideal,H,SI1,6488,6.9
0.25,Very Good,E,VVS1,576,3.99
1.73,Premium,H,SI1,12931,7.77
1.33,Very Good,G,VS2,8953,7.04
1.01,Premium,H,VS1,5000,6.52
0.51,Very Good,E,SI1,1438,5.13
0.28,Ideal,E,VVS1,646,4.19
0.54,Premium,I,VS1,1389,5.28
1.51,Premium,H,VS1,9234,7.41
1.01,Ideal,E,SI1,5590,6.43
0.31,Good,F,VS1,779,4.3
1.14,Ideal,H,SI1,5501,6.72
1.5,Ideal,H,SI1,10989,7.29
0.73,Ideal,G,SI1,3089,5.81
0.42,Premium,E,SI1,926,4.85
0.34,Very Good,H,SI1,628,4.46
1.76,Ideal,G,SI1,10896,7.69
1.02,Very Good,F,SI1,4948,6.35
0.65,Very Good,G,VS2,2009,5.54
0.7,Good,G,SI1,2137,5.49
0.52,Premium,G,VVS2,2012,5.16
0.72,Ideal,J,VVS2,1996,5.76
0.54,Very Good,F,VVS2,2115,5.2
0.78,Premium,J,SI2,2022,5.94
0.48,Very Good,E,VVS1,2275,5.13
0.41,Premium,E,VS1,1153,4.8
0.3,Very Good,F,VS2,642,4.27
0.31,Ideal,E,VS2,627,4.35
1.73,Very Good,G,VS2,16807,7.58
0.89,Fair,G,SI2,2579,6.26
1.04,Ideal,G,SI2,4455,6.57
1.57,Ideal,G,SI1,8752,7.51
0.96,Ideal,H,SI2,4213,6.3
0.55,Ideal,F,VS2,1819,5.3
1.75,Ideal,G,VS2,16783,7.72
0.7,Very Good,E,SI2,2453,5.64
0.32,Ideal,G,VVS2,936,4.42
1.07,Premium,D,VS2,7751,6.61
0.79,Ideal,E,VS2,3377,6.02
1.51,Ideal,J,VS1,8298,7.34
0.73,Ideal,E,SI1,2852,5.7
0.41,Premium,D,SI1,791,4.74
0.91,Ideal,I,VVS2,4663,6.25
0.42,Good,D,SI2,653,4.74
0.31,Ideal,D,VS2,734,4.34
1.01,Premium,F,VVS2,8319,6.46
2.29,Premium,J,IF,18426,8.45
2.08,Premium,I,SI2,14947,8.18
0.39,Very Good,J,VS1,790,4.7
1.32,Premium,J,VS2,5800,7.11
0.96,Good,D,SI1,4693,6.29
0.3,Good,H,VVS2,605,4.25
1.21,Very Good,G,SI2,5364,6.97
0.98,Very Good,H,SI2,3091,6.41
0.9,Very Good,D,SI1,4514,6.18
1.73,Very Good,H,VS2,12998,7.64
1.5,Very Good,D,SI1,11352,7.16
0.47,Ideal,E,SI2,931,4.98
0.79,Good,I,VS2,2451,5.99
1.5,Very Good,I,VS2,9342,7.41
0.91,Ideal,G,SI1,3884,6.16
0.42,Ideal,H,VVS2,921,4.78
1.03,Premium,F,SI2,4503,6.43
0.9,Good,F,SI1,3893,6.13
2.01,Premium,G,SI1,18741,8.23
0.5,Good,D,SI2,958,5.2
0.52,Ideal,E,VVS2,2430,5.15
0.47,Ideal,G,VVS1,1421,4.99
1.14,Premium,G,SI2,4233,6.68
0.33,Ideal,H,VS2,668,4.47
1.24,Good,G,VS1,9405,6.96
1.0,Premium,F,SI2,4155,6.37
0.31,Ideal,E,VS1,734,4.35
0.8,Good,E,SI2,2829,5.91
0.92,Very Good,D,SI2,3707,6.12
0.3,Ideal,I,SI2,367,4.32
1.04,Ideal,J,SI2,3762,6.55
0.9,Good,D,SI1,4068,6.06
0.73,Ideal,F,VVS2,3524,5.76
1.7,Good,H,SI2,8115,7.51
0.33,Very Good,E,VVS1,1103,4.44
0.37,Premium,E,VS1,876,4.61
0.92,Ideal,H,SI1,4587,6.21
1.01,Premium,H,SI1,3224,6.38
1.27,Very Good,D,SI1,8312,6.87
0.31,Premium,D,VS2,734,4.35
1.55,Ideal,G,VVS2,15512,7.41
0.81,Ideal,G,VS2,3397,6.0
1.01,Ideal,E,VS2,7355,6.41
0.34,Ideal,E,VS2,956,4.45
0.41,Premium,E,VS1,1153,4.72
0.77,Very Good,J,SI2,2001,5.84
1.5,Fair,E,SI1,11128,7.45
0.4,Premium,E,SI1,882,4.74
0.81,Very Good,E,SI1,2797,6.07
1.21,Premium,I,SI1,5421,6.98
1.09,Ideal,H,SI1,5238,6.58
1.08,Ideal,E,SI1,5096,6.53
0.71,Premium,I,VS2,2300,5.8
1.04,Ideal,I,SI1,3669,6.6
1.06,Premium,F,SI1,5580,6.62
0.78,Very Good,E,VS2,3334,5.9
1.04,Premium,H,VS2,5777,6.66
0.4,Good,F,SI1,737,4.67
1.2,Premium,H,VS2,6333,6.79
0.23,Premium,D,VVS2,688,4.03
1.15,Very Good,F,SI1,6110,6.62
1.01,Premium,H,SI1,4513,6.42
0.29,Very Good,G,VVS1,607,4.27
1.09,Ideal,G,VS1,8305,6.68
0.42,Very Good,F,SI1,773,4.73
0.34,Ideal,G,VS2,596,4.46
0.33,Ideal,F,VVS2,824,4.43
1.16,Ideal,D,SI2,5793,6.74
0.9,Very Good,F,VS2,4924,6.14
0.31,Good,F,VVS2,660,4.29
0.52,Ideal,F,IF,2504,5.23
0.91,Very Good,E,SI2,3379,6.15
1.0,Ideal,D,SI1,6073,6.34
0.3,Ideal,G,SI1,422,4.32
0.91,Ideal,H,VS2,4678,6.2
0.31,Very Good,E,VVS1,1039,4.45
0.32,Good,E,VS2,556,4.34
1.32,Very Good,H,SI1,7270,7.04
